date,SIRI stock,isPartial
2018-12-01,23,False
2018-12-02,19,False
2018-12-03,76,False
2018-12-04,83,False
2018-12-05,40,False
2018-12-06,67,False
2018-12-07,57,False
2018-12-08,27,False
2018-12-09,10,False
2018-12-10,43,False
2018-12-11,74,False
2018-12-12,73,False
2018-12-13,62,False
2018-12-14,75,False
2018-12-15,31,False
2018-12-16,20,False
2018-12-17,38,False
2018-12-18,70,False
2018-12-19,51,False
2018-12-20,89,False
2018-12-21,77,False
2018-12-22,21,False
2018-12-23,14,False
2018-12-24,52,False
2018-12-25,28,False
2018-12-26,100,False
2018-12-27,78,False
2018-12-28,76,False
2018-12-29,20,False
2018-12-30,21,False
2018-12-31,78,False
