date,GOOG stock,isPartial
2012-05-01,46,False
2012-05-02,49,False
2012-05-03,15,False
2012-05-04,56,False
2012-05-05,9,False
2012-05-06,9,False
2012-05-07,37,False
2012-05-08,29,False
2012-05-09,30,False
2012-05-10,30,False
2012-05-11,43,False
2012-05-12,19,False
2012-05-13,14,False
2012-05-14,22,False
2012-05-15,30,False
2012-05-16,30,False
2012-05-17,51,False
2012-05-18,100,False
2012-05-19,38,False
2012-05-20,23,False
2012-05-21,70,False
2012-05-22,63,False
2012-05-23,56,False
2012-05-24,64,False
2012-05-25,48,False
2012-05-26,19,False
2012-05-27,10,False
2012-05-28,8,False
2012-05-29,33,False
2012-05-30,74,False
2012-05-31,56,False
