date,ATVI stock,isPartial
2015-11-01,12,False
2015-11-02,24,False
2015-11-03,100,False
2015-11-04,82,False
2015-11-05,63,False
2015-11-06,51,False
2015-11-07,17,False
2015-11-08,22,False
2015-11-09,48,False
2015-11-10,86,False
2015-11-11,55,False
2015-11-12,35,False
2015-11-13,51,False
2015-11-14,11,False
2015-11-15,0,False
2015-11-16,24,False
2015-11-17,29,False
2015-11-18,39,False
2015-11-19,20,False
2015-11-20,40,False
2015-11-21,0,False
2015-11-22,11,False
2015-11-23,24,False
2015-11-24,24,False
2015-11-25,33,False
2015-11-26,0,False
2015-11-27,26,False
2015-11-28,0,False
2015-11-29,11,False
2015-11-30,19,False
