date,GS stock,isPartial
2012-08-01,33,False
2012-08-02,50,False
2012-08-03,35,False
2012-08-04,0,False
2012-08-05,41,False
2012-08-06,67,False
2012-08-07,33,False
2012-08-08,67,False
2012-08-09,34,False
2012-08-10,35,False
2012-08-11,0,False
2012-08-12,82,False
2012-08-13,34,False
2012-08-14,49,False
2012-08-15,34,False
2012-08-16,34,False
2012-08-17,0,False
2012-08-18,42,False
2012-08-19,64,False
2012-08-20,0,False
2012-08-21,100,False
2012-08-22,67,False
2012-08-23,67,False
2012-08-24,87,False
2012-08-25,0,False
2012-08-26,39,False
2012-08-27,32,False
2012-08-28,0,False
2012-08-29,33,False
2012-08-30,33,False
2012-08-31,34,False
