date,HD stock,isPartial
2013-04-01,62,False
2013-04-02,73,False
2013-04-03,59,False
2013-04-04,65,False
2013-04-05,47,False
2013-04-06,82,False
2013-04-07,54,False
2013-04-08,58,False
2013-04-09,72,False
2013-04-10,95,False
2013-04-11,82,False
2013-04-12,96,False
2013-04-13,100,False
2013-04-14,60,False
2013-04-15,32,False
2013-04-16,50,False
2013-04-17,69,False
2013-04-18,97,False
2013-04-19,57,False
2013-04-20,77,False
2013-04-21,49,False
2013-04-22,100,False
2013-04-23,91,False
2013-04-24,96,False
2013-04-25,90,False
2013-04-26,91,False
2013-04-27,88,False
2013-04-28,33,False
2013-04-29,96,False
2013-04-30,37,False
