date,EA stock,isPartial
2015-02-01,29,False
2015-02-02,70,False
2015-02-03,63,False
2015-02-04,44,False
2015-02-05,70,False
2015-02-06,40,False
2015-02-07,38,False
2015-02-08,59,False
2015-02-09,57,False
2015-02-10,31,False
2015-02-11,76,False
2015-02-12,39,False
2015-02-13,54,False
2015-02-14,15,False
2015-02-15,100,False
2015-02-16,40,False
2015-02-17,40,False
2015-02-18,58,False
2015-02-19,45,False
2015-02-20,27,False
2015-02-21,60,False
2015-02-22,22,False
2015-02-23,25,False
2015-02-24,63,False
2015-02-25,25,False
2015-02-26,58,False
2015-02-27,79,False
2015-02-28,59,False
