date,ODP stock,isPartial
2012-02-01,50,False
2012-02-02,0,False
2012-02-03,52,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,0,False
2012-02-07,0,False
2012-02-08,49,False
2012-02-09,100,False
2012-02-10,0,False
2012-02-11,60,False
2012-02-12,0,False
2012-02-13,48,False
2012-02-14,0,False
2012-02-15,50,False
2012-02-16,50,False
2012-02-17,0,False
2012-02-18,61,False
2012-02-19,0,False
2012-02-20,0,False
2012-02-21,51,False
2012-02-22,0,False
2012-02-23,0,False
2012-02-24,52,False
2012-02-25,0,False
2012-02-26,0,False
2012-02-27,0,False
2012-02-28,49,False
2012-02-29,74,False
