date,TXN stock,isPartial
2015-05-01,36,False
2015-05-02,38,False
2015-05-03,57,False
2015-05-04,49,False
2015-05-05,32,False
2015-05-06,32,False
2015-05-07,65,False
2015-05-08,34,False
2015-05-09,39,False
2015-05-10,0,False
2015-05-11,0,False
2015-05-12,32,False
2015-05-13,32,False
2015-05-14,33,False
2015-05-15,100,False
2015-05-16,76,False
2015-05-17,0,False
2015-05-18,48,False
2015-05-19,53,False
2015-05-20,32,False
2015-05-21,32,False
2015-05-22,34,False
2015-05-23,39,False
2015-05-24,39,False
2015-05-25,67,False
2015-05-26,31,False
2015-05-27,53,False
2015-05-28,32,False
2015-05-29,45,False
2015-05-30,38,False
2015-05-31,0,False
