date,TWTR,isPartial
2012-06-01,58,False
2012-06-02,35,False
2012-06-03,100,False
2012-06-04,41,False
2012-06-05,28,False
2012-06-06,81,False
2012-06-07,28,False
2012-06-08,58,False
2012-06-09,34,False
2012-06-10,0,False
2012-06-11,54,False
2012-06-12,27,False
2012-06-13,0,False
2012-06-14,0,False
2012-06-15,44,False
2012-06-16,34,False
2012-06-17,68,False
2012-06-18,0,False
2012-06-19,27,False
2012-06-20,83,False
2012-06-21,28,False
2012-06-22,59,False
2012-06-23,35,False
2012-06-24,69,False
2012-06-25,82,False
2012-06-26,27,False
2012-06-27,28,False
2012-06-28,42,False
2012-06-29,59,False
2012-06-30,0,False
