date,KO stock,isPartial
2015-06-01,52,False
2015-06-02,67,False
2015-06-03,38,False
2015-06-04,65,False
2015-06-05,46,False
2015-06-06,23,False
2015-06-07,23,False
2015-06-08,38,False
2015-06-09,62,False
2015-06-10,100,False
2015-06-11,39,False
2015-06-12,25,False
2015-06-13,52,False
2015-06-14,23,False
2015-06-15,66,False
2015-06-16,66,False
2015-06-17,52,False
2015-06-18,78,False
2015-06-19,45,False
2015-06-20,12,False
2015-06-21,58,False
2015-06-22,57,False
2015-06-23,33,False
2015-06-24,72,False
2015-06-25,58,False
2015-06-26,35,False
2015-06-27,17,False
2015-06-28,35,False
2015-06-29,63,False
2015-06-30,67,False
