date,ATVI stock,isPartial
2017-08-01,38,False
2017-08-02,28,False
2017-08-03,89,False
2017-08-04,100,False
2017-08-05,11,False
2017-08-06,4,False
2017-08-07,47,False
2017-08-08,30,False
2017-08-09,28,False
2017-08-10,25,False
2017-08-11,33,False
2017-08-12,11,False
2017-08-13,9,False
2017-08-14,26,False
2017-08-15,21,False
2017-08-16,28,False
2017-08-17,19,False
2017-08-18,18,False
2017-08-19,13,False
2017-08-20,9,False
2017-08-21,22,False
2017-08-22,28,False
2017-08-23,28,False
2017-08-24,25,False
2017-08-25,18,False
2017-08-26,4,False
2017-08-27,4,False
2017-08-28,20,False
2017-08-29,20,False
2017-08-30,20,False
2017-08-31,20,False
