date,INTC stock,isPartial
2017-11-01,76,False
2017-11-02,100,False
2017-11-03,88,False
2017-11-04,23,False
2017-11-05,18,False
2017-11-06,87,False
2017-11-07,78,False
2017-11-08,57,False
2017-11-09,69,False
2017-11-10,75,False
2017-11-11,23,False
2017-11-12,12,False
2017-11-13,45,False
2017-11-14,59,False
2017-11-15,44,False
2017-11-16,63,False
2017-11-17,50,False
2017-11-18,21,False
2017-11-19,6,False
2017-11-20,56,False
2017-11-21,47,False
2017-11-22,55,False
2017-11-23,15,False
2017-11-24,18,False
2017-11-25,12,False
2017-11-26,11,False
2017-11-27,47,False
2017-11-28,42,False
2017-11-29,44,False
2017-11-30,43,False
