date,HAS stock,isPartial
2015-05-01,91,False
2015-05-02,79,False
2015-05-03,63,False
2015-05-04,100,False
2015-05-05,83,False
2015-05-06,94,False
2015-05-07,87,False
2015-05-08,75,False
2015-05-09,57,False
2015-05-10,59,False
2015-05-11,63,False
2015-05-12,75,False
2015-05-13,78,False
2015-05-14,69,False
2015-05-15,52,False
2015-05-16,47,False
2015-05-17,52,False
2015-05-18,79,False
2015-05-19,60,False
2015-05-20,72,False
2015-05-21,52,False
2015-05-22,44,False
2015-05-23,53,False
2015-05-24,37,False
2015-05-25,48,False
2015-05-26,62,False
2015-05-27,62,False
2015-05-28,62,False
2015-05-29,45,False
2015-05-30,40,False
2015-05-31,33,False
