date,EA stock,isPartial
2018-08-01,9,False
2018-08-02,18,False
2018-08-03,19,False
2018-08-04,5,False
2018-08-05,4,False
2018-08-06,17,False
2018-08-07,10,False
2018-08-08,15,False
2018-08-09,14,False
2018-08-10,11,False
2018-08-11,9,False
2018-08-12,4,False
2018-08-13,11,False
2018-08-14,17,False
2018-08-15,22,False
2018-08-16,18,False
2018-08-17,15,False
2018-08-18,10,False
2018-08-19,6,False
2018-08-20,18,False
2018-08-21,23,False
2018-08-22,20,False
2018-08-23,16,False
2018-08-24,21,False
2018-08-25,4,False
2018-08-26,9,False
2018-08-27,23,False
2018-08-28,16,False
2018-08-29,9,False
2018-08-30,83,False
2018-08-31,100,False
