date,HAS stock,isPartial
2017-06-01,68,False
2017-06-02,76,False
2017-06-03,63,False
2017-06-04,71,False
2017-06-05,74,False
2017-06-06,88,False
2017-06-07,87,False
2017-06-08,80,False
2017-06-09,84,False
2017-06-10,49,False
2017-06-11,76,False
2017-06-12,83,False
2017-06-13,84,False
2017-06-14,92,False
2017-06-15,93,False
2017-06-16,77,False
2017-06-17,76,False
2017-06-18,62,False
2017-06-19,98,False
2017-06-20,100,False
2017-06-21,92,False
2017-06-22,79,False
2017-06-23,73,False
2017-06-24,66,False
2017-06-25,56,False
2017-06-26,86,False
2017-06-27,75,False
2017-06-28,80,False
2017-06-29,81,False
2017-06-30,55,False
