date,MCD stock,isPartial
2012-02-01,48,False
2012-02-02,24,False
2012-02-03,100,False
2012-02-04,38,False
2012-02-05,19,False
2012-02-06,24,False
2012-02-07,63,False
2012-02-08,79,False
2012-02-09,56,False
2012-02-10,91,False
2012-02-11,19,False
2012-02-12,18,False
2012-02-13,15,False
2012-02-14,64,False
2012-02-15,32,False
2012-02-16,33,False
2012-02-17,50,False
2012-02-18,29,False
2012-02-19,19,False
2012-02-20,17,False
2012-02-21,41,False
2012-02-22,32,False
2012-02-23,32,False
2012-02-24,16,False
2012-02-25,0,False
2012-02-26,19,False
2012-02-27,64,False
2012-02-28,63,False
2012-02-29,71,False
