date,MCD stock,isPartial
2017-07-01,5,False
2017-07-02,13,False
2017-07-03,18,False
2017-07-04,11,False
2017-07-05,35,False
2017-07-06,21,False
2017-07-07,26,False
2017-07-08,14,False
2017-07-09,13,False
2017-07-10,23,False
2017-07-11,23,False
2017-07-12,26,False
2017-07-13,21,False
2017-07-14,32,False
2017-07-15,9,False
2017-07-16,5,False
2017-07-17,24,False
2017-07-18,25,False
2017-07-19,21,False
2017-07-20,25,False
2017-07-21,24,False
2017-07-22,9,False
2017-07-23,8,False
2017-07-24,38,False
2017-07-25,100,False
2017-07-26,59,False
2017-07-27,38,False
2017-07-28,26,False
2017-07-29,13,False
2017-07-30,10,False
2017-07-31,23,False
