date,SBUX stock,isPartial
2013-10-01,16,False
2013-10-02,22,False
2013-10-03,50,False
2013-10-04,51,False
2013-10-05,19,False
2013-10-06,13,False
2013-10-07,32,False
2013-10-08,32,False
2013-10-09,33,False
2013-10-10,28,False
2013-10-11,40,False
2013-10-12,20,False
2013-10-13,13,False
2013-10-14,28,False
2013-10-15,38,False
2013-10-16,66,False
2013-10-17,22,False
2013-10-18,29,False
2013-10-19,13,False
2013-10-20,13,False
2013-10-21,53,False
2013-10-22,32,False
2013-10-23,48,False
2013-10-24,38,False
2013-10-25,45,False
2013-10-26,13,False
2013-10-27,12,False
2013-10-28,37,False
2013-10-29,53,False
2013-10-30,59,False
2013-10-31,100,False
