date,EA stock,isPartial
2015-10-01,29,False
2015-10-02,27,False
2015-10-03,14,False
2015-10-04,7,False
2015-10-05,20,False
2015-10-06,23,False
2015-10-07,23,False
2015-10-08,44,False
2015-10-09,27,False
2015-10-10,20,False
2015-10-11,7,False
2015-10-12,27,False
2015-10-13,43,False
2015-10-14,54,False
2015-10-15,43,False
2015-10-16,42,False
2015-10-17,24,False
2015-10-18,13,False
2015-10-19,43,False
2015-10-20,53,False
2015-10-21,34,False
2015-10-22,52,False
2015-10-23,30,False
2015-10-24,24,False
2015-10-25,13,False
2015-10-26,39,False
2015-10-27,28,False
2015-10-28,37,False
2015-10-29,61,False
2015-10-30,100,False
2015-10-31,37,False
