date,AAPL stock,isPartial
2019-02-01,100,False
2019-02-02,19,False
2019-02-03,11,False
2019-02-04,86,False
2019-02-05,81,False
2019-02-06,78,False
2019-02-07,65,False
2019-02-08,57,False
2019-02-09,15,False
2019-02-10,8,False
2019-02-11,66,False
2019-02-12,61,False
2019-02-13,56,False
2019-02-14,70,False
2019-02-15,63,False
2019-02-16,15,False
2019-02-17,3,False
2019-02-18,18,False
2019-02-19,50,False
2019-02-20,59,False
2019-02-21,47,False
2019-02-22,57,False
2019-02-23,13,False
2019-02-24,9,False
2019-02-25,60,False
2019-02-26,48,False
2019-02-27,52,False
2019-02-28,55,False
