date,FB stock,isPartial
2015-01-01,13,False
2015-01-02,41,False
2015-01-03,24,False
2015-01-04,10,False
2015-01-05,40,False
2015-01-06,48,False
2015-01-07,36,False
2015-01-08,45,False
2015-01-09,45,False
2015-01-10,12,False
2015-01-11,9,False
2015-01-12,40,False
2015-01-13,44,False
2015-01-14,30,False
2015-01-15,37,False
2015-01-16,45,False
2015-01-17,19,False
2015-01-18,9,False
2015-01-19,20,False
2015-01-20,33,False
2015-01-21,43,False
2015-01-22,31,False
2015-01-23,37,False
2015-01-24,19,False
2015-01-25,8,False
2015-01-26,35,False
2015-01-27,43,False
2015-01-28,80,False
2015-01-29,100,False
2015-01-30,60,False
2015-01-31,20,False
