date,PFE stock,isPartial
2013-02-01,64,False
2013-02-02,49,False
2013-02-03,24,False
2013-02-04,41,False
2013-02-05,30,False
2013-02-06,51,False
2013-02-07,21,False
2013-02-08,21,False
2013-02-09,49,False
2013-02-10,24,False
2013-02-11,41,False
2013-02-12,31,False
2013-02-13,41,False
2013-02-14,0,False
2013-02-15,65,False
2013-02-16,24,False
2013-02-17,24,False
2013-02-18,30,False
2013-02-19,60,False
2013-02-20,40,False
2013-02-21,30,False
2013-02-22,63,False
2013-02-23,47,False
2013-02-24,23,False
2013-02-25,39,False
2013-02-26,60,False
2013-02-27,100,False
2013-02-28,81,False
