date,DIS stock,isPartial
2015-12-01,45,False
2015-12-02,53,False
2015-12-03,42,False
2015-12-04,49,False
2015-12-05,18,False
2015-12-06,6,False
2015-12-07,36,False
2015-12-08,34,False
2015-12-09,44,False
2015-12-10,38,False
2015-12-11,39,False
2015-12-12,18,False
2015-12-13,10,False
2015-12-14,41,False
2015-12-15,71,False
2015-12-16,58,False
2015-12-17,72,False
2015-12-18,85,False
2015-12-19,41,False
2015-12-20,20,False
2015-12-21,100,False
2015-12-22,67,False
2015-12-23,75,False
2015-12-24,48,False
2015-12-25,29,False
2015-12-26,9,False
2015-12-27,12,False
2015-12-28,59,False
2015-12-29,45,False
2015-12-30,45,False
2015-12-31,32,False
