date,NVDA stock,isPartial
2017-04-01,7,False
2017-04-02,9,False
2017-04-03,50,False
2017-04-04,100,False
2017-04-05,91,False
2017-04-06,92,False
2017-04-07,68,False
2017-04-08,13,False
2017-04-09,9,False
2017-04-10,63,False
2017-04-11,85,False
2017-04-12,61,False
2017-04-13,70,False
2017-04-14,25,False
2017-04-15,8,False
2017-04-16,8,False
2017-04-17,60,False
2017-04-18,49,False
2017-04-19,62,False
2017-04-20,62,False
2017-04-21,50,False
2017-04-22,8,False
2017-04-23,10,False
2017-04-24,56,False
2017-04-25,51,False
2017-04-26,52,False
2017-04-27,50,False
2017-04-28,58,False
2017-04-29,13,False
2017-04-30,8,False
