date,HD stock,isPartial
2018-08-01,22,False
2018-08-02,33,False
2018-08-03,37,False
2018-08-04,9,False
2018-08-05,4,False
2018-08-06,22,False
2018-08-07,28,False
2018-08-08,24,False
2018-08-09,30,False
2018-08-10,29,False
2018-08-11,10,False
2018-08-12,12,False
2018-08-13,37,False
2018-08-14,100,False
2018-08-15,58,False
2018-08-16,36,False
2018-08-17,39,False
2018-08-18,21,False
2018-08-19,12,False
2018-08-20,34,False
2018-08-21,35,False
2018-08-22,48,False
2018-08-23,32,False
2018-08-24,45,False
2018-08-25,16,False
2018-08-26,9,False
2018-08-27,37,False
2018-08-28,40,False
2018-08-29,29,False
2018-08-30,33,False
2018-08-31,36,False
