date,PHG stock,isPartial
2016-11-01,52,False
2016-11-02,0,False
2016-11-03,50,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,50,False
2016-11-08,0,False
2016-11-09,92,False
2016-11-10,0,False
2016-11-11,52,False
2016-11-12,0,False
2016-11-13,0,False
2016-11-14,0,False
2016-11-15,50,False
2016-11-16,100,False
2016-11-17,50,False
2016-11-18,52,False
2016-11-19,0,False
2016-11-20,56,False
2016-11-21,0,False
2016-11-22,49,False
2016-11-23,0,False
2016-11-24,0,False
2016-11-25,0,False
2016-11-26,0,False
2016-11-27,0,False
2016-11-28,47,False
2016-11-29,48,False
2016-11-30,0,False
