date,HD stock,isPartial
2018-11-01,46,False
2018-11-02,29,False
2018-11-03,17,False
2018-11-04,20,False
2018-11-05,32,False
2018-11-06,34,False
2018-11-07,51,False
2018-11-08,28,False
2018-11-09,40,False
2018-11-10,25,False
2018-11-11,16,False
2018-11-12,36,False
2018-11-13,100,False
2018-11-14,61,False
2018-11-15,54,False
2018-11-16,52,False
2018-11-17,23,False
2018-11-18,11,False
2018-11-19,41,False
2018-11-20,55,False
2018-11-21,45,False
2018-11-22,17,False
2018-11-23,45,False
2018-11-24,23,False
2018-11-25,16,False
2018-11-26,44,False
2018-11-27,46,False
2018-11-28,45,False
2018-11-29,42,False
2018-11-30,35,False
