date,INTC stock,isPartial
2016-03-01,47,False
2016-03-02,57,False
2016-03-03,31,False
2016-03-04,100,False
2016-03-05,15,False
2016-03-06,20,False
2016-03-07,35,False
2016-03-08,48,False
2016-03-09,70,False
2016-03-10,67,False
2016-03-11,60,False
2016-03-12,10,False
2016-03-13,0,False
2016-03-14,53,False
2016-03-15,62,False
2016-03-16,61,False
2016-03-17,58,False
2016-03-18,84,False
2016-03-19,40,False
2016-03-20,0,False
2016-03-21,44,False
2016-03-22,58,False
2016-03-23,77,False
2016-03-24,52,False
2016-03-25,20,False
2016-03-26,16,False
2016-03-27,16,False
2016-03-28,46,False
2016-03-29,13,False
2016-03-30,58,False
2016-03-31,49,False
