date,SIRI stock,isPartial
2014-02-01,29,False
2014-02-02,35,False
2014-02-03,60,False
2014-02-04,100,False
2014-02-05,65,False
2014-02-06,71,False
2014-02-07,50,False
2014-02-08,38,False
2014-02-09,24,False
2014-02-10,67,False
2014-02-11,64,False
2014-02-12,67,False
2014-02-13,76,False
2014-02-14,60,False
2014-02-15,36,False
2014-02-16,19,False
2014-02-17,25,False
2014-02-18,65,False
2014-02-19,63,False
2014-02-20,58,False
2014-02-21,34,False
2014-02-22,38,False
2014-02-23,29,False
2014-02-24,53,False
2014-02-25,72,False
2014-02-26,40,False
2014-02-27,76,False
2014-02-28,66,False
