date,EXPE stock,isPartial
2018-02-01,21,False
2018-02-02,43,False
2018-02-03,16,False
2018-02-04,16,False
2018-02-05,27,False
2018-02-06,27,False
2018-02-07,34,False
2018-02-08,87,False
2018-02-09,100,False
2018-02-10,31,False
2018-02-11,31,False
2018-02-12,46,False
2018-02-13,42,False
2018-02-14,35,False
2018-02-15,23,False
2018-02-16,22,False
2018-02-17,15,False
2018-02-18,16,False
2018-02-19,21,False
2018-02-20,23,False
2018-02-21,27,False
2018-02-22,23,False
2018-02-23,28,False
2018-02-24,16,False
2018-02-25,0,False
2018-02-26,0,False
2018-02-27,20,False
2018-02-28,0,False
