date,MU stock,isPartial
2013-11-01,55,False
2013-11-02,34,False
2013-11-03,33,False
2013-11-04,64,False
2013-11-05,49,False
2013-11-06,42,False
2013-11-07,57,False
2013-11-08,97,False
2013-11-09,17,False
2013-11-10,49,False
2013-11-11,42,False
2013-11-12,28,False
2013-11-13,56,False
2013-11-14,100,False
2013-11-15,75,False
2013-11-16,42,False
2013-11-17,25,False
2013-11-18,63,False
2013-11-19,63,False
2013-11-20,63,False
2013-11-21,71,False
2013-11-22,95,False
2013-11-23,33,False
2013-11-24,32,False
2013-11-25,48,False
2013-11-26,90,False
2013-11-27,77,False
2013-11-28,30,False
2013-11-29,90,False
2013-11-30,25,False
