date,SYMC stock,isPartial
2018-09-01,59,False
2018-09-02,20,False
2018-09-03,18,False
2018-09-04,34,False
2018-09-05,43,False
2018-09-06,17,False
2018-09-07,36,False
2018-09-08,0,False
2018-09-09,0,False
2018-09-10,26,False
2018-09-11,51,False
2018-09-12,26,False
2018-09-13,17,False
2018-09-14,27,False
2018-09-15,20,False
2018-09-16,0,False
2018-09-17,34,False
2018-09-18,51,False
2018-09-19,34,False
2018-09-20,52,False
2018-09-21,36,False
2018-09-22,100,False
2018-09-23,20,False
2018-09-24,60,False
2018-09-25,77,False
2018-09-26,34,False
2018-09-27,17,False
2018-09-28,54,False
2018-09-29,20,False
2018-09-30,20,False
