date,EA stock,isPartial
2015-08-01,31,False
2015-08-02,20,False
2015-08-03,59,False
2015-08-04,48,False
2015-08-05,86,False
2015-08-06,63,False
2015-08-07,33,False
2015-08-08,25,False
2015-08-09,17,False
2015-08-10,45,False
2015-08-11,36,False
2015-08-12,48,False
2015-08-13,31,False
2015-08-14,41,False
2015-08-15,20,False
2015-08-16,15,False
2015-08-17,39,False
2015-08-18,47,False
2015-08-19,48,False
2015-08-20,56,False
2015-08-21,49,False
2015-08-22,30,False
2015-08-23,15,False
2015-08-24,81,False
2015-08-25,100,False
2015-08-26,74,False
2015-08-27,50,False
2015-08-28,52,False
2015-08-29,33,False
2015-08-30,15,False
2015-08-31,70,False
