date,MAT stock,isPartial
2013-05-01,0,False
2013-05-02,0,False
2013-05-03,45,False
2013-05-04,76,False
2013-05-05,0,False
2013-05-06,84,False
2013-05-07,0,False
2013-05-08,0,False
2013-05-09,43,False
2013-05-10,0,False
2013-05-11,0,False
2013-05-12,100,False
2013-05-13,81,False
2013-05-14,41,False
2013-05-15,41,False
2013-05-16,42,False
2013-05-17,0,False
2013-05-18,0,False
2013-05-19,50,False
2013-05-20,42,False
2013-05-21,80,False
2013-05-22,41,False
2013-05-23,42,False
2013-05-24,0,False
2013-05-25,50,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,40,False
2013-05-29,0,False
2013-05-30,0,False
2013-05-31,0,False
