date,CTSH stock,isPartial
2015-01-01,0,False
2015-01-02,78,False
2015-01-03,41,False
2015-01-04,0,False
2015-01-05,71,False
2015-01-06,35,False
2015-01-07,34,False
2015-01-08,35,False
2015-01-09,35,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,34,False
2015-01-13,67,False
2015-01-14,68,False
2015-01-15,69,False
2015-01-16,70,False
2015-01-17,40,False
2015-01-18,0,False
2015-01-19,51,False
2015-01-20,34,False
2015-01-21,100,False
2015-01-22,67,False
2015-01-23,70,False
2015-01-24,39,False
2015-01-25,0,False
2015-01-26,33,False
2015-01-27,50,False
2015-01-28,33,False
2015-01-29,34,False
2015-01-30,69,False
2015-01-31,0,False
