date,INTC stock,isPartial
2016-08-01,59,False
2016-08-02,69,False
2016-08-03,38,False
2016-08-04,49,False
2016-08-05,64,False
2016-08-06,0,False
2016-08-07,20,False
2016-08-08,50,False
2016-08-09,60,False
2016-08-10,45,False
2016-08-11,40,False
2016-08-12,24,False
2016-08-13,13,False
2016-08-14,13,False
2016-08-15,76,False
2016-08-16,40,False
2016-08-17,57,False
2016-08-18,40,False
2016-08-19,100,False
2016-08-20,20,False
2016-08-21,13,False
2016-08-22,39,False
2016-08-23,51,False
2016-08-24,44,False
2016-08-25,43,False
2016-08-26,61,False
2016-08-27,25,False
2016-08-28,12,False
2016-08-29,26,False
2016-08-30,84,False
2016-08-31,42,False
