date,HD stock,isPartial
2014-10-01,79,False
2014-10-02,74,False
2014-10-03,86,False
2014-10-04,65,False
2014-10-05,45,False
2014-10-06,45,False
2014-10-07,71,False
2014-10-08,60,False
2014-10-09,68,False
2014-10-10,71,False
2014-10-11,90,False
2014-10-12,58,False
2014-10-13,93,False
2014-10-14,92,False
2014-10-15,100,False
2014-10-16,90,False
2014-10-17,90,False
2014-10-18,59,False
2014-10-19,53,False
2014-10-20,82,False
2014-10-21,70,False
2014-10-22,33,False
2014-10-23,98,False
2014-10-24,51,False
2014-10-25,23,False
2014-10-26,69,False
2014-10-27,44,False
2014-10-28,77,False
2014-10-29,74,False
2014-10-30,87,False
2014-10-31,82,False
