date,CTSH stock,isPartial
2018-04-01,50,False
2018-04-02,100,False
2018-04-03,84,False
2018-04-04,63,False
2018-04-05,75,False
2018-04-06,44,False
2018-04-07,24,False
2018-04-08,24,False
2018-04-09,73,False
2018-04-10,73,False
2018-04-11,72,False
2018-04-12,63,False
2018-04-13,88,False
2018-04-14,24,False
2018-04-15,24,False
2018-04-16,82,False
2018-04-17,42,False
2018-04-18,74,False
2018-04-19,43,False
2018-04-20,55,False
2018-04-21,49,False
2018-04-22,0,False
2018-04-23,41,False
2018-04-24,72,False
2018-04-25,73,False
2018-04-26,21,False
2018-04-27,89,False
2018-04-28,49,False
2018-04-29,24,False
2018-04-30,97,False
