date,PEP stock,isPartial
2016-11-01,37,False
2016-11-02,48,False
2016-11-03,36,False
2016-11-04,50,False
2016-11-05,42,False
2016-11-06,20,False
2016-11-07,41,False
2016-11-08,35,False
2016-11-09,43,False
2016-11-10,36,False
2016-11-11,44,False
2016-11-12,21,False
2016-11-13,20,False
2016-11-14,65,False
2016-11-15,100,False
2016-11-16,95,False
2016-11-17,60,False
2016-11-18,74,False
2016-11-19,41,False
2016-11-20,30,False
2016-11-21,58,False
2016-11-22,53,False
2016-11-23,71,False
2016-11-24,45,False
2016-11-25,73,False
2016-11-26,60,False
2016-11-27,19,False
2016-11-28,45,False
2016-11-29,56,False
2016-11-30,91,False
