date,GS stock,isPartial
2012-10-01,52,False
2012-10-02,34,False
2012-10-03,53,False
2012-10-04,39,False
2012-10-05,80,False
2012-10-06,30,False
2012-10-07,30,False
2012-10-08,34,False
2012-10-09,25,False
2012-10-10,0,False
2012-10-11,26,False
2012-10-12,40,False
2012-10-13,31,False
2012-10-14,30,False
2012-10-15,37,False
2012-10-16,100,False
2012-10-17,33,False
2012-10-18,50,False
2012-10-19,39,False
2012-10-20,76,False
2012-10-21,30,False
2012-10-22,50,False
2012-10-23,25,False
2012-10-24,42,False
2012-10-25,26,False
2012-10-26,94,False
2012-10-27,31,False
2012-10-28,29,False
2012-10-29,49,False
2012-10-30,36,False
2012-10-31,25,False
