date,PEP stock,isPartial
2017-08-01,58,False
2017-08-02,40,False
2017-08-03,77,False
2017-08-04,62,False
2017-08-05,21,False
2017-08-06,42,False
2017-08-07,47,False
2017-08-08,80,False
2017-08-09,53,False
2017-08-10,36,False
2017-08-11,31,False
2017-08-12,42,False
2017-08-13,21,False
2017-08-14,49,False
2017-08-15,65,False
2017-08-16,48,False
2017-08-17,60,False
2017-08-18,37,False
2017-08-19,51,False
2017-08-20,20,False
2017-08-21,64,False
2017-08-22,100,False
2017-08-23,42,False
2017-08-24,80,False
2017-08-25,82,False
2017-08-26,31,False
2017-08-27,40,False
2017-08-28,42,False
2017-08-29,59,False
2017-08-30,54,False
2017-08-31,45,False
