date,SYMC stock,isPartial
2017-10-01,63,False
2017-10-02,27,False
2017-10-03,46,False
2017-10-04,27,False
2017-10-05,42,False
2017-10-06,71,False
2017-10-07,32,False
2017-10-08,31,False
2017-10-09,36,False
2017-10-10,81,False
2017-10-11,54,False
2017-10-12,84,False
2017-10-13,100,False
2017-10-14,63,False
2017-10-15,32,False
2017-10-16,41,False
2017-10-17,54,False
2017-10-18,55,False
2017-10-19,42,False
2017-10-20,43,False
2017-10-21,32,False
2017-10-22,45,False
2017-10-23,72,False
2017-10-24,54,False
2017-10-25,45,False
2017-10-26,55,False
2017-10-27,43,False
2017-10-28,31,False
2017-10-29,30,False
2017-10-30,27,False
2017-10-31,46,False
