date,SYMC stock,isPartial
2016-08-01,31,False
2016-08-02,41,False
2016-08-03,42,False
2016-08-04,42,False
2016-08-05,100,False
2016-08-06,25,False
2016-08-07,25,False
2016-08-08,43,False
2016-08-09,31,False
2016-08-10,64,False
2016-08-11,87,False
2016-08-12,89,False
2016-08-13,25,False
2016-08-14,0,False
2016-08-15,0,False
2016-08-16,98,False
2016-08-17,55,False
2016-08-18,33,False
2016-08-19,91,False
2016-08-20,37,False
2016-08-21,25,False
2016-08-22,43,False
2016-08-23,43,False
2016-08-24,74,False
2016-08-25,41,False
2016-08-26,32,False
2016-08-27,24,False
2016-08-28,24,False
2016-08-29,50,False
2016-08-30,81,False
2016-08-31,51,False
