date,COST stock,isPartial
2016-02-01,67,False
2016-02-02,89,False
2016-02-03,74,False
2016-02-04,79,False
2016-02-05,88,False
2016-02-06,67,False
2016-02-07,52,False
2016-02-08,67,False
2016-02-09,93,False
2016-02-10,83,False
2016-02-11,80,False
2016-02-12,78,False
2016-02-13,47,False
2016-02-14,41,False
2016-02-15,60,False
2016-02-16,99,False
2016-02-17,96,False
2016-02-18,82,False
2016-02-19,64,False
2016-02-20,43,False
2016-02-21,72,False
2016-02-22,70,False
2016-02-23,81,False
2016-02-24,94,False
2016-02-25,84,False
2016-02-26,69,False
2016-02-27,62,False
2016-02-28,83,False
2016-02-29,100,False
