date,AMZN stock,isPartial
2015-04-01,9,False
2015-04-02,10,False
2015-04-03,5,False
2015-04-04,0,False
2015-04-05,3,False
2015-04-06,10,False
2015-04-07,17,False
2015-04-08,7,False
2015-04-09,13,False
2015-04-10,13,False
2015-04-11,5,False
2015-04-12,5,False
2015-04-13,12,False
2015-04-14,16,False
2015-04-15,11,False
2015-04-16,22,False
2015-04-17,13,False
2015-04-18,8,False
2015-04-19,11,False
2015-04-20,15,False
2015-04-21,18,False
2015-04-22,18,False
2015-04-23,66,False
2015-04-24,100,False
2015-04-25,27,False
2015-04-26,23,False
2015-04-27,31,False
2015-04-28,31,False
2015-04-29,22,False
2015-04-30,26,False
