date,PFE stock,isPartial
2018-02-01,56,False
2018-02-02,67,False
2018-02-03,32,False
2018-02-04,14,False
2018-02-05,100,False
2018-02-06,95,False
2018-02-07,91,False
2018-02-08,75,False
2018-02-09,55,False
2018-02-10,15,False
2018-02-11,10,False
2018-02-12,80,False
2018-02-13,50,False
2018-02-14,54,False
2018-02-15,72,False
2018-02-16,47,False
2018-02-17,24,False
2018-02-18,5,False
2018-02-19,24,False
2018-02-20,63,False
2018-02-21,57,False
2018-02-22,66,False
2018-02-23,51,False
2018-02-24,12,False
2018-02-25,9,False
2018-02-26,52,False
2018-02-27,58,False
2018-02-28,79,False
