date,PHG stock,isPartial
2016-07-01,34,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,0,False
2016-07-05,0,False
2016-07-06,34,False
2016-07-07,0,False
2016-07-08,0,False
2016-07-09,0,False
2016-07-10,0,False
2016-07-11,0,False
2016-07-12,100,False
2016-07-13,33,False
2016-07-14,32,False
2016-07-15,0,False
2016-07-16,39,False
2016-07-17,0,False
2016-07-18,0,False
2016-07-19,34,False
2016-07-20,34,False
2016-07-21,0,False
2016-07-22,35,False
2016-07-23,77,False
2016-07-24,0,False
2016-07-25,33,False
2016-07-26,33,False
2016-07-27,66,False
2016-07-28,0,False
2016-07-29,35,False
2016-07-30,0,False
2016-07-31,0,False
