date,SYMC stock,isPartial
2015-03-01,0,False
2015-03-02,0,False
2015-03-03,34,False
2015-03-04,34,False
2015-03-05,0,False
2015-03-06,36,False
2015-03-07,40,False
2015-03-08,0,False
2015-03-09,68,False
2015-03-10,68,False
2015-03-11,84,False
2015-03-12,0,False
2015-03-13,36,False
2015-03-14,40,False
2015-03-15,39,False
2015-03-16,34,False
2015-03-17,0,False
2015-03-18,34,False
2015-03-19,34,False
2015-03-20,0,False
2015-03-21,0,False
2015-03-22,0,False
2015-03-23,100,False
2015-03-24,67,False
2015-03-25,0,False
2015-03-26,39,False
2015-03-27,0,False
2015-03-28,0,False
2015-03-29,42,False
2015-03-30,34,False
2015-03-31,34,False
