date,TWTR stock,isPartial
2017-02-01,32,False
2017-02-02,32,False
2017-02-03,28,False
2017-02-04,10,False
2017-02-05,2,False
2017-02-06,22,False
2017-02-07,30,False
2017-02-08,42,False
2017-02-09,100,False
2017-02-10,60,False
2017-02-11,10,False
2017-02-12,5,False
2017-02-13,40,False
2017-02-14,48,False
2017-02-15,43,False
2017-02-16,34,False
2017-02-17,34,False
2017-02-18,8,False
2017-02-19,3,False
2017-02-20,18,False
2017-02-21,28,False
2017-02-22,24,False
2017-02-23,39,False
2017-02-24,28,False
2017-02-25,8,False
2017-02-26,3,False
2017-02-27,29,False
2017-02-28,25,False
