date,EBAY stock,isPartial
2018-06-01,79,False
2018-06-02,63,False
2018-06-03,61,False
2018-06-04,67,False
2018-06-05,82,False
2018-06-06,94,False
2018-06-07,78,False
2018-06-08,84,False
2018-06-09,65,False
2018-06-10,61,False
2018-06-11,67,False
2018-06-12,96,False
2018-06-13,87,False
2018-06-14,76,False
2018-06-15,94,False
2018-06-16,53,False
2018-06-17,52,False
2018-06-18,79,False
2018-06-19,71,False
2018-06-20,81,False
2018-06-21,94,False
2018-06-22,81,False
2018-06-23,56,False
2018-06-24,41,False
2018-06-25,69,False
2018-06-26,81,False
2018-06-27,90,False
2018-06-28,100,False
2018-06-29,93,False
2018-06-30,58,False
