date,HAS stock,isPartial
2016-09-01,58,False
2016-09-02,56,False
2016-09-03,48,False
2016-09-04,47,False
2016-09-05,52,False
2016-09-06,72,False
2016-09-07,77,False
2016-09-08,73,False
2016-09-09,59,False
2016-09-10,55,False
2016-09-11,68,False
2016-09-12,89,False
2016-09-13,86,False
2016-09-14,74,False
2016-09-15,52,False
2016-09-16,60,False
2016-09-17,62,False
2016-09-18,69,False
2016-09-19,93,False
2016-09-20,84,False
2016-09-21,100,False
2016-09-22,95,False
2016-09-23,71,False
2016-09-24,56,False
2016-09-25,77,False
2016-09-26,73,False
2016-09-27,84,False
2016-09-28,79,False
2016-09-29,82,False
2016-09-30,73,False
