date,GS stock,isPartial
2012-02-01,100,False
2012-02-02,44,False
2012-02-03,35,False
2012-02-04,27,False
2012-02-05,26,False
2012-02-06,55,False
2012-02-07,44,False
2012-02-08,44,False
2012-02-09,33,False
2012-02-10,46,False
2012-02-11,0,False
2012-02-12,26,False
2012-02-13,21,False
2012-02-14,44,False
2012-02-15,89,False
2012-02-16,44,False
2012-02-17,47,False
2012-02-18,0,False
2012-02-19,27,False
2012-02-20,46,False
2012-02-21,67,False
2012-02-22,44,False
2012-02-23,22,False
2012-02-24,0,False
2012-02-25,39,False
2012-02-26,0,False
2012-02-27,43,False
2012-02-28,43,False
2012-02-29,33,False
