date,TSLA stock,isPartial
2013-05-01,19,False
2013-05-02,15,False
2013-05-03,22,False
2013-05-04,7,False
2013-05-05,4,False
2013-05-06,13,False
2013-05-07,28,False
2013-05-08,46,False
2013-05-09,92,False
2013-05-10,79,False
2013-05-11,27,False
2013-05-12,16,False
2013-05-13,60,False
2013-05-14,100,False
2013-05-15,85,False
2013-05-16,86,False
2013-05-17,63,False
2013-05-18,12,False
2013-05-19,9,False
2013-05-20,46,False
2013-05-21,40,False
2013-05-22,49,False
2013-05-23,31,False
2013-05-24,58,False
2013-05-25,32,False
2013-05-26,12,False
2013-05-27,11,False
2013-05-28,50,False
2013-05-29,86,False
2013-05-30,51,False
2013-05-31,71,False
