date,COST stock,isPartial
2018-07-01,50,False
2018-07-02,53,False
2018-07-03,77,False
2018-07-04,35,False
2018-07-05,68,False
2018-07-06,64,False
2018-07-07,39,False
2018-07-08,43,False
2018-07-09,56,False
2018-07-10,54,False
2018-07-11,58,False
2018-07-12,67,False
2018-07-13,53,False
2018-07-14,45,False
2018-07-15,53,False
2018-07-16,75,False
2018-07-17,84,False
2018-07-18,60,False
2018-07-19,77,False
2018-07-20,82,False
2018-07-21,48,False
2018-07-22,56,False
2018-07-23,75,False
2018-07-24,75,False
2018-07-25,72,False
2018-07-26,100,False
2018-07-27,94,False
2018-07-28,44,False
2018-07-29,41,False
2018-07-30,68,False
2018-07-31,74,False
