date,MSFT stock,isPartial
2013-10-01,34,False
2013-10-02,37,False
2013-10-03,38,False
2013-10-04,38,False
2013-10-05,27,False
2013-10-06,7,False
2013-10-07,36,False
2013-10-08,43,False
2013-10-09,36,False
2013-10-10,32,False
2013-10-11,39,False
2013-10-12,16,False
2013-10-13,11,False
2013-10-14,18,False
2013-10-15,39,False
2013-10-16,34,False
2013-10-17,41,False
2013-10-18,60,False
2013-10-19,24,False
2013-10-20,9,False
2013-10-21,35,False
2013-10-22,44,False
2013-10-23,48,False
2013-10-24,51,False
2013-10-25,100,False
2013-10-26,26,False
2013-10-27,15,False
2013-10-28,43,False
2013-10-29,38,False
2013-10-30,36,False
2013-10-31,35,False
