date,SBUX stock,isPartial
2018-10-01,41,False
2018-10-02,42,False
2018-10-03,30,False
2018-10-04,28,False
2018-10-05,30,False
2018-10-06,9,False
2018-10-07,5,False
2018-10-08,27,False
2018-10-09,78,False
2018-10-10,100,False
2018-10-11,56,False
2018-10-12,49,False
2018-10-13,11,False
2018-10-14,14,False
2018-10-15,48,False
2018-10-16,35,False
2018-10-17,53,False
2018-10-18,44,False
2018-10-19,47,False
2018-10-20,11,False
2018-10-21,11,False
2018-10-22,40,False
2018-10-23,32,False
2018-10-24,30,False
2018-10-25,49,False
2018-10-26,53,False
2018-10-27,15,False
2018-10-28,12,False
2018-10-29,40,False
2018-10-30,40,False
2018-10-31,30,False
