date,PEP stock,isPartial
2014-02-01,25,False
2014-02-02,74,False
2014-02-03,29,False
2014-02-04,53,False
2014-02-05,43,False
2014-02-06,44,False
2014-02-07,57,False
2014-02-08,50,False
2014-02-09,49,False
2014-02-10,42,False
2014-02-11,35,False
2014-02-12,42,False
2014-02-13,100,False
2014-02-14,53,False
2014-02-15,25,False
2014-02-16,24,False
2014-02-17,43,False
2014-02-18,42,False
2014-02-19,79,False
2014-02-20,72,False
2014-02-21,82,False
2014-02-22,76,False
2014-02-23,25,False
2014-02-24,49,False
2014-02-25,63,False
2014-02-26,35,False
2014-02-27,29,False
2014-02-28,34,False
