date,HD stock,isPartial
2016-12-01,89,False
2016-12-02,75,False
2016-12-03,48,False
2016-12-04,35,False
2016-12-05,56,False
2016-12-06,60,False
2016-12-07,78,False
2016-12-08,78,False
2016-12-09,93,False
2016-12-10,57,False
2016-12-11,39,False
2016-12-12,91,False
2016-12-13,100,False
2016-12-14,64,False
2016-12-15,80,False
2016-12-16,74,False
2016-12-17,41,False
2016-12-18,32,False
2016-12-19,89,False
2016-12-20,67,False
2016-12-21,66,False
2016-12-22,78,False
2016-12-23,69,False
2016-12-24,44,False
2016-12-25,36,False
2016-12-26,50,False
2016-12-27,79,False
2016-12-28,66,False
2016-12-29,64,False
2016-12-30,78,False
2016-12-31,33,False
