date,GRMN stock,isPartial
2016-12-01,0,False
2016-12-02,32,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,0,False
2016-12-06,0,False
2016-12-07,31,False
2016-12-08,31,False
2016-12-09,32,False
2016-12-10,0,False
2016-12-11,0,False
2016-12-12,30,False
2016-12-13,30,False
2016-12-14,0,False
2016-12-15,31,False
2016-12-16,33,False
2016-12-17,0,False
2016-12-18,0,False
2016-12-19,0,False
2016-12-20,0,False
2016-12-21,33,False
2016-12-22,66,False
2016-12-23,0,False
2016-12-24,39,False
2016-12-25,0,False
2016-12-26,35,False
2016-12-27,0,False
2016-12-28,0,False
2016-12-29,100,False
2016-12-30,0,False
2016-12-31,0,False
