date,PFE stock,isPartial
2017-02-01,53,False
2017-02-02,60,False
2017-02-03,71,False
2017-02-04,16,False
2017-02-05,9,False
2017-02-06,40,False
2017-02-07,67,False
2017-02-08,30,False
2017-02-09,68,False
2017-02-10,59,False
2017-02-11,15,False
2017-02-12,12,False
2017-02-13,58,False
2017-02-14,67,False
2017-02-15,93,False
2017-02-16,100,False
2017-02-17,80,False
2017-02-18,0,False
2017-02-19,12,False
2017-02-20,8,False
2017-02-21,59,False
2017-02-22,59,False
2017-02-23,57,False
2017-02-24,70,False
2017-02-25,9,False
2017-02-26,12,False
2017-02-27,58,False
2017-02-28,56,False
