date,KO stock,isPartial
2013-05-01,62,False
2013-05-02,57,False
2013-05-03,100,False
2013-05-04,23,False
2013-05-05,0,False
2013-05-06,38,False
2013-05-07,37,False
2013-05-08,76,False
2013-05-09,38,False
2013-05-10,80,False
2013-05-11,11,False
2013-05-12,11,False
2013-05-13,46,False
2013-05-14,27,False
2013-05-15,37,False
2013-05-16,47,False
2013-05-17,39,False
2013-05-18,0,False
2013-05-19,11,False
2013-05-20,28,False
2013-05-21,9,False
2013-05-22,46,False
2013-05-23,19,False
2013-05-24,48,False
2013-05-25,23,False
2013-05-26,34,False
2013-05-27,28,False
2013-05-28,36,False
2013-05-29,36,False
2013-05-30,94,False
2013-05-31,39,False
