date,TSLA stock,isPartial
2017-12-01,73,False
2017-12-02,14,False
2017-12-03,8,False
2017-12-04,69,False
2017-12-05,67,False
2017-12-06,63,False
2017-12-07,61,False
2017-12-08,74,False
2017-12-09,14,False
2017-12-10,8,False
2017-12-11,61,False
2017-12-12,100,False
2017-12-13,89,False
2017-12-14,74,False
2017-12-15,72,False
2017-12-16,18,False
2017-12-17,6,False
2017-12-18,61,False
2017-12-19,71,False
2017-12-20,71,False
2017-12-21,63,False
2017-12-22,48,False
2017-12-23,26,False
2017-12-24,9,False
2017-12-25,15,False
2017-12-26,46,False
2017-12-27,73,False
2017-12-28,64,False
2017-12-29,68,False
2017-12-30,19,False
2017-12-31,11,False
