date,KO stock,isPartial
2012-12-01,23,False
2012-12-02,23,False
2012-12-03,29,False
2012-12-04,67,False
2012-12-05,98,False
2012-12-06,40,False
2012-12-07,62,False
2012-12-08,24,False
2012-12-09,69,False
2012-12-10,38,False
2012-12-11,48,False
2012-12-12,59,False
2012-12-13,30,False
2012-12-14,61,False
2012-12-15,0,False
2012-12-16,23,False
2012-12-17,97,False
2012-12-18,88,False
2012-12-19,100,False
2012-12-20,61,False
2012-12-21,32,False
2012-12-22,36,False
2012-12-23,25,False
2012-12-24,24,False
2012-12-25,26,False
2012-12-26,33,False
2012-12-27,42,False
2012-12-28,22,False
2012-12-29,36,False
2012-12-30,48,False
2012-12-31,48,False
