date,TSLA stock,isPartial
2012-11-01,72,False
2012-11-02,36,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,33,False
2012-11-06,49,False
2012-11-07,49,False
2012-11-08,0,False
2012-11-09,35,False
2012-11-10,40,False
2012-11-11,39,False
2012-11-12,100,False
2012-11-13,67,False
2012-11-14,67,False
2012-11-15,34,False
2012-11-16,35,False
2012-11-17,39,False
2012-11-18,0,False
2012-11-19,33,False
2012-11-20,33,False
2012-11-21,34,False
2012-11-22,35,False
2012-11-23,53,False
2012-11-24,0,False
2012-11-25,0,False
2012-11-26,48,False
2012-11-27,32,False
2012-11-28,32,False
2012-11-29,32,False
2012-11-30,68,False
